epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.827031686307	0.826998653537	0.827015169592	0.827003205128	
epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.781649126277	0.731693076639	0.755846566568	0.731490384615	
1	0.0004	0.757207761153	0.727407446444	0.742008516617	0.727243589744	
2	0.0004	0.791352051724	0.788747647387	0.790047703197	0.788701923077	
3	0.0004	0.775477686103	0.762324846516	0.768845018129	0.762219551282	
4	0.0004	0.797762756526	0.784317169918	0.790982828372	0.78421474359	
5	0.0004	0.812002389681	0.808862619141	0.810429463393	0.808814102564	
6	0.0004	0.786899130505	0.77812918651	0.782489586454	0.778044871795	
7	0.0004	0.813290701174	0.796385991173	0.804749580143	0.796274038462	
8	0.0004	0.831220406671	0.828529219239	0.829872631153	0.828485576923	
9	0.0004	0.797189036997	0.793722072598	0.795451777138	0.793669871795	
10	0.0004	0.797083296424	0.790695766176	0.793876682994	0.790625	
11	0.0004	0.825985980583	0.825914648898	0.8259503132	0.825921474359	
12	0.0004	0.806633759244	0.802619393447	0.804621569323	0.802564102564	
13	0.0004	0.795149576946	0.789091582617	0.792108997171	0.789022435897	
14	0.0004	0.791007142962	0.77527230517	0.783060688004	0.77516025641	
15	0.0004	0.808029644732	0.789980428668	0.79890310549	0.789863782051	
16	0.0004	0.800198400439	0.773740737864	0.786747194636	0.77359775641	
17	0.0004	0.809739540664	0.798170116651	0.803913205806	0.798076923077	
18	0.0004	0.781898144815	0.756554647332	0.769017649706	0.75641025641	
19	0.0004	0.805425673434	0.792087917981	0.798701116769	0.791987179487	
20	0.0004	0.815122075983	0.794274572493	0.804563298978	0.794150641026	
21	0.0004	0.785377567534	0.734258183178	0.75895806686	0.734054487179	
22	0.0004	0.805140067146	0.802449274947	0.803792419115	0.802403846154	
23	0.0004	0.797899299862	0.784437400861	0.791111086087	0.784334935897	
24	0.0004	0.818557929419	0.81228729409	0.81541055639	0.812219551282	
25	0.0004	0.809712066868	0.785031814009	0.797180964669	0.784895833333	
26	0.0004	0.791938909899	0.784252951725	0.788077191357	0.784174679487	
27	0.0004	0.833180793922	0.825434187408	0.829289400297	0.825360576923	
28	0.0004	0.839662189662	0.834355277079	0.837000321475	0.834294871795	
29	0.0004	0.849142075681	0.846079007408	0.847607774239	0.846033653846	
epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.843023004511	0.828544590001	0.835721094292	0.828445512821	
1	0.0004	0.844102295901	0.8402355756	0.842164497352	0.840184294872	
2	0.0004	0.829105948301	0.826048247394	0.827574273478	0.826001602564	
3	0.0004	0.840760446358	0.829055754489	0.834867078001	0.828966346154	
4	0.0004	0.810748942102	0.760490063015	0.784815692661	0.760296474359	
5	0.0004	0.814464250643	0.81225971147	0.813360487259	0.812299679487	
6	0.0004	0.812646454678	0.7798834565	0.795927940239	0.779727564103	
7	0.0004	0.819810859473	0.817831053838	0.818819759925	0.817868589744	
8	0.0004	0.830587992953	0.828444468175	0.829514845811	0.828405448718	
9	0.0004	0.832023022925	0.807582646927	0.819620677719	0.807451923077	
